"","City","State","Region","Political_Leaning","Population_Change_Decade","Natural_Increase_Decade","Births_Decade","Deaths_Decade","Total_Decade","International_Decade","Domestic_Decade","Population_Change_Annual","Natural_Increase_Annual","Births_Annual","Deaths_Annual","Total._Annual","International_Annual","Domestic_Annual","City_data","GDP_2010","GDP_2018","Population_2010","Population_2018","Decade_GDP_Change","Population_Percent_Change","GDP_Percent_Change"
"830"," Selinsgrove"," PA","  Northeast"," RED",651,632,3904,3272,56,141,-85,-146,41,426,385,-186,5,-191,NA,0,0,0,0,0,NA,NA
"831"," Selma"," AL","  South"," RED",-6617,-178,4760,4938,-6484,6,-6490,-1098,-104,438,542,-997,5,-1002,NA,0,0,0,0,0,NA,NA
"832"," Seneca"," SC","  South"," RED",5261,-1048,7071,8119,6311,918,5393,1239,-257,701,958,1493,150,1343,NA,0,0,0,0,0,NA,NA
"833"," Seneca Falls"," NY","  Northeast"," BLUE",-1232,204,3351,3147,-1431,126,-1557,-163,5,318,313,-167,8,-175,NA,0,0,0,0,0,NA,NA
"834"," Sevierville"," TN","  South"," RED",8530,410,9656,9246,8085,1395,6690,355,-38,1025,1063,399,169,230,NA,0,0,0,0,0,NA,NA
"835"," Seymour"," IN","  Midwest"," RED",1855,1167,5431,4264,708,908,-200,163,135,591,456,29,114,-85,NA,0,0,0,0,0,NA,NA
"836"," Shawano"," WI","  Midwest"," RED",-732,295,4900,4605,-1005,192,-1197,89,88,533,445,4,8,-4,NA,0,0,0,0,0,NA,NA
"837"," Shawnee"," OK","  South"," RED",3149,756,8357,7601,2427,239,2188,79,5,846,841,78,20,58,NA,0,0,0,0,0,NA,NA
"838"," Shelby"," NC","  South"," RED",-85,-922,9997,10919,916,463,453,428,-117,1102,1219,548,44,504,NA,0,0,0,0,0,NA,NA
"839"," Shelbyville"," TN","  South"," RED",4656,1474,5848,4374,3185,657,2528,567,196,678,482,371,88,283,NA,0,0,0,0,0,NA,NA
"840"," Shelton"," WA","  West"," BLUE",6079,-144,5926,6070,6237,1032,5205,1388,-3,666,669,1388,130,1258,NA,0,0,0,0,0,NA,NA
"841"," Sheridan"," WY","  West"," RED",1361,104,3026,2922,1270,140,1130,266,-38,308,346,303,14,289,NA,0,0,0,0,0,NA,NA
"842"," Show Low"," AZ","  West"," RED",3436,5361,14474,9113,-1895,514,-2409,682,330,1447,1117,355,44,311,NA,0,0,0,0,0,NA,NA
"843"," Sidney"," OH","  Midwest"," RED",-865,1574,5683,4109,-2460,551,-3011,-32,171,613,442,-205,34,-239,NA,0,0,0,0,0,NA,NA
"844"," Sikeston"," MO","  Midwest"," RED",-919,651,4643,3992,-1545,30,-1575,-261,28,482,454,-286,-6,-280,NA,0,0,0,0,0,NA,NA
"845"," Silver City"," NM","  West"," BLUE",-2514,-367,2765,3132,-2131,58,-2189,-305,-69,256,325,-231,-10,-221,NA,0,0,0,0,0,NA,NA
"846"," Snyder"," TX","  South"," RED",-216,633,2232,1599,-853,81,-934,-109,21,203,182,-130,6,-136,NA,0,0,0,0,0,NA,NA
"847"," Somerset"," KY","  South"," RED",1918,-475,6922,7397,2449,225,2224,395,-36,755,791,432,-2,434,NA,0,0,0,0,0,NA,NA
"848"," Somerset"," PA","  Northeast"," RED",-4284,-2723,6235,8958,-1498,260,-1758,-425,-300,638,938,-120,17,-137,NA,0,0,0,0,0,NA,NA
"849"," Sonora"," CA","  West"," BLUE",-890,-1651,4283,5934,784,321,463,91,-155,466,621,252,20,232,NA,0,0,0,0,0,NA,NA
"850"," Spearfish"," SD","  Midwest"," RED",1754,36,2158,2122,1697,299,1398,117,-9,224,233,127,17,110,NA,0,0,0,0,0,NA,NA
"851"," Spencer"," IA","  Midwest"," RED",-651,91,1830,1739,-737,39,-776,-90,38,201,163,-129,4,-133,NA,0,0,0,0,0,NA,NA
"852"," Spirit Lake"," IA","  Midwest"," RED",591,-369,1473,1842,974,59,915,137,-31,147,178,168,5,163,NA,0,0,0,0,0,NA,NA
"853"," Starkville"," MS","  South"," RED",1355,2179,6298,4119,-861,861,-1722,239,143,660,517,96,111,-15,NA,0,0,0,0,0,NA,NA
"854"," Statesboro"," GA","  South"," RED",9365,3270,8052,4782,5980,1037,4943,2366,329,890,561,2019,84,1935,NA,0,0,0,0,0,NA,NA
"855"," Steamboat Springs"," CO","  West"," BLUE",2132,1022,2016,994,1087,480,607,131,74,207,133,57,43,14,NA,0,0,0,0,0,NA,NA
"856"," Stephenville"," TX","  South"," RED",4803,1459,4475,3016,3307,92,3215,475,145,480,335,329,-7,336,NA,0,0,0,0,0,NA,NA
"857"," Sterling"," CO","  West"," BLUE",-300,209,2109,1900,-518,57,-575,141,22,217,195,121,6,115,NA,0,0,0,0,0,NA,NA
"858"," Sterling"," IL","  Midwest"," BLUE",-3326,-196,5861,6057,-3128,-2,-3126,-378,-39,610,649,-337,-7,-330,NA,0,0,0,0,0,NA,NA
"859"," Stevens Point"," WI","  Midwest"," RED",751,1537,6382,4845,-749,822,-1571,-78,155,658,503,-233,50,-283,NA,0,0,0,0,0,NA,NA
"860"," Stillwater"," OK","  South"," RED",4437,3002,8191,5189,1453,4134,-2681,-388,223,815,592,-618,396,-1014,NA,0,0,0,0,0,NA,NA
"861"," Storm Lake"," IA","  Midwest"," RED",-645,1190,2886,1696,-1846,721,-2567,-206,138,286,148,-345,40,-385,NA,0,0,0,0,0,NA,NA
"862"," Sturgis"," MI","  Midwest"," RED",-339,1502,7324,5822,-1821,320,-2141,52,144,726,582,-91,22,-113,NA,0,0,0,0,0,NA,NA
"863"," Sulphur Springs"," TX","  South"," RED",1921,640,4239,3599,1290,-70,1360,346,58,444,386,287,-9,296,NA,0,0,0,0,0,NA,NA
"864"," Summerville"," GA","  South"," RED",-1233,-263,2673,2936,-977,50,-1027,7,-11,299,310,18,5,13,NA,0,0,0,0,0,NA,NA
"865"," Sunbury"," PA","  Northeast"," RED",-3633,-2066,8727,10793,-1497,220,-1717,-237,-205,888,1093,-26,-8,-18,NA,0,0,0,0,0,NA,NA
"866"," Susanville"," CA","  West"," BLUE",-4322,638,2774,2136,-5081,115,-5196,-45,79,281,202,-126,7,-133,NA,0,0,0,0,0,NA,NA
"867"," Sweetwater"," TX","  South"," RED",-499,216,1853,1637,-719,124,-843,-85,14,187,173,-100,15,-115,NA,0,0,0,0,0,NA,NA
"868"," Tahlequah"," OK","  South"," RED",1665,803,5469,4666,884,343,541,50,22,556,534,31,42,-11,NA,0,0,0,0,0,NA,NA
"869"," Talladega"," AL","  South"," RED",-2375,-1177,7978,9155,-1152,321,-1473,-159,-200,844,1044,46,32,14,NA,0,0,0,0,0,NA,NA
"870"," Taos"," NM","  West"," BLUE",-210,18,2763,2745,-205,175,-380,24,-46,271,317,72,-14,86,NA,0,0,0,0,0,NA,NA
"871"," Taylorville"," IL","  Midwest"," BLUE",-2491,-634,3185,3819,-1857,31,-1888,-349,-72,324,396,-276,-1,-275,NA,0,0,0,0,0,NA,NA
"872"," The Dalles"," OR","  West"," BLUE",1471,-56,2829,2885,1532,69,1463,250,0,299,299,251,3,248,NA,0,0,0,0,0,NA,NA
"873"," Thomaston"," GA","  South"," RED",-829,-411,2990,3401,-414,-18,-396,135,-94,306,400,234,-4,238,NA,0,0,0,0,0,NA,NA
"874"," Thomasville"," GA","  South"," RED",-272,567,5253,4686,-809,190,-999,117,15,531,516,105,18,87,NA,0,0,0,0,0,NA,NA
"875"," Tiffin"," OH","  Midwest"," RED",-1564,-46,5416,5462,-1513,466,-1979,-16,28,589,561,-42,34,-76,NA,0,0,0,0,0,NA,NA
"876"," Tifton"," GA","  South"," RED",508,1517,5219,3702,-1056,21,-1077,102,135,554,419,-34,-4,-30,NA,0,0,0,0,0,NA,NA
"877"," Toccoa"," GA","  South"," RED",-228,-357,2846,3203,142,3,139,-82,-39,317,356,-42,0,-42,NA,0,0,0,0,0,NA,NA
"878"," Torrington"," CT","  Northeast"," BLUE",-9547,-3159,13334,16493,-6375,2276,-8651,-762,-456,1382,1838,-299,263,-562,NA,0,0,0,0,0,NA,NA
"879"," Traverse City"," MI","  Midwest"," RED",7286,-403,13131,13534,7712,306,7406,842,-73,1402,1475,918,15,903,NA,0,0,0,0,0,NA,NA
"880"," Troy"," AL","  South"," RED",213,497,3463,2966,-313,947,-1260,-128,6,345,339,-131,79,-210,NA,0,0,0,0,0,NA,NA
"881"," Truckee"," CA","  West"," BLUE",1008,-1690,7428,9118,2792,101,2691,247,-208,778,986,462,-3,465,NA,0,0,0,0,0,NA,NA
"882"," Tullahoma"," TN","  South"," RED",5007,-900,10386,11286,5949,242,5707,947,8,1172,1164,941,36,905,NA,0,0,0,0,0,NA,NA
"883"," Tupelo"," MS","  South"," RED",4595,3725,20110,16385,940,339,601,420,320,2101,1781,109,50,59,NA,0,0,0,0,0,NA,NA
"884"," Ukiah"," CA","  West"," BLUE",-1101,1685,9521,7836,-2718,-153,-2565,-652,73,933,860,-720,-60,-660,NA,0,0,0,0,0,NA,NA
"885"," Union"," SC","  South"," RED",-1657,-673,2858,3531,-978,-16,-962,-8,-84,294,378,79,-1,80,NA,0,0,0,0,0,NA,NA
"886"," Union City"," TN","  South"," RED",-1738,-384,3195,3579,-1353,9,-1362,-205,-89,328,417,-116,5,-121,NA,0,0,0,0,0,NA,NA
"887"," Urbana"," OH","  Midwest"," RED",-1216,98,3752,3654,-1312,89,-1401,100,14,412,398,90,3,87,NA,0,0,0,0,0,NA,NA
"888"," Uvalde"," TX","  South"," RED",336,1413,3701,2288,-1054,146,-1200,-46,125,378,253,-171,-36,-135,NA,0,0,0,0,0,NA,NA
"889"," Van Wert"," OH","  Midwest"," RED",-484,185,3099,2914,-661,72,-733,22,44,339,295,-21,-1,-20,NA,0,0,0,0,0,NA,NA
"890"," Vermillion"," SD","  Midwest"," RED",204,443,1355,912,-247,200,-447,87,51,131,80,37,-1,38,NA,0,0,0,0,0,NA,NA
"891"," Vernal"," UT","  West"," RED",3146,3880,5965,2085,-822,151,-973,329,305,536,231,25,15,10,NA,0,0,0,0,0,NA,NA
"892"," Vernon"," TX","  South"," RED",-766,81,1515,1434,-858,78,-936,-8,11,154,143,-18,2,-20,NA,0,0,0,0,0,NA,NA
"893"," Vicksburg"," MS","  South"," RED",-3389,835,5682,4847,-4224,152,-4376,-712,58,576,518,-770,16,-786,NA,0,0,0,0,0,NA,NA
"894"," Vidalia"," GA","  South"," RED",-349,928,4530,3602,-1270,-18,-1252,-68,80,474,394,-146,-14,-132,NA,0,0,0,0,0,NA,NA
"895"," Vincennes"," IN","  Midwest"," RED",-1846,94,4143,4049,-1941,116,-2057,-2,-4,390,394,3,20,-17,NA,0,0,0,0,0,NA,NA
"896"," Vineyard Haven"," MA","  Northeast"," BLUE",797,184,1510,1326,615,2,613,3,25,171,146,-20,-1,-19,NA,0,0,0,0,0,NA,NA
"897"," Wabash"," IN","  Midwest"," RED",-1892,-796,3112,3908,-1092,66,-1158,-202,-100,306,406,-103,10,-113,NA,0,0,0,0,0,NA,NA
"898"," Wahpeton"," ND","  Midwest"," RED",-513,362,2353,1991,-869,-63,-806,-89,54,263,209,-144,-12,-132,NA,0,0,0,0,0,NA,NA
"899"," Wapakoneta"," OH","  Midwest"," RED",-261,651,5111,4460,-899,262,-1161,-80,66,559,493,-147,18,-165,NA,0,0,0,0,0,NA,NA
"900"," Warren"," PA","  Northeast"," RED",-2620,-982,3714,4696,-1618,87,-1705,-360,-114,417,531,-245,5,-250,NA,0,0,0,0,0,NA,NA
"901"," Warrensburg"," MO","  Midwest"," RED",1497,2915,6608,3693,-1425,1029,-2454,441,308,686,378,135,41,94,NA,0,0,0,0,0,NA,NA
"902"," Warsaw"," IN","  Midwest"," RED",2101,3086,9530,6444,-924,502,-1426,40,305,1029,724,-261,85,-346,NA,0,0,0,0,0,NA,NA
"903"," Washington"," IN","  Midwest"," RED",1697,1875,4951,3076,-163,160,-323,73,212,539,327,-142,21,-163,NA,0,0,0,0,0,NA,NA
"904"," Washington"," NC","  South"," RED",-790,-1057,4392,5449,310,15,295,-62,-189,439,628,131,3,128,NA,0,0,0,0,0,NA,NA
"905"," Washington Court House"," OH","  Midwest"," RED",-509,-98,3193,3291,-391,96,-487,-128,21,330,309,-147,4,-151,NA,0,0,0,0,0,NA,NA
"906"," Watertown"," SD","  Midwest"," RED",1049,1622,4459,2837,-559,220,-779,70,145,435,290,-73,4,-77,NA,0,0,0,0,0,NA,NA
"907"," Watertown"," WI","  Midwest"," RED",1081,1945,8070,6125,-810,335,-1145,-280,141,835,694,-422,28,-450,NA,0,0,0,0,0,NA,NA
"908"," Wauchula"," FL","  South"," RED",-800,1603,3529,1926,-2431,313,-2744,-231,146,339,193,-378,-2,-376,NA,0,0,0,0,0,NA,NA
"909"," Waycross"," GA","  South"," RED",141,725,6764,6039,-582,-12,-570,224,58,739,681,166,-14,180,NA,0,0,0,0,0,NA,NA
"910"," Weatherford"," OK","  South"," RED",1463,1378,4079,2701,56,540,-484,8,121,398,277,-113,55,-168,NA,0,0,0,0,0,NA,NA
"911"," West Plains"," MO","  Midwest"," RED",-269,81,4732,4651,-320,101,-421,-9,-4,504,508,-2,9,-11,NA,0,0,0,0,0,NA,NA
"912"," West Point"," MS","  South"," RED",-1332,-83,2083,2166,-1246,36,-1282,-88,-21,209,230,-66,4,-70,NA,0,0,0,0,0,NA,NA
"913"," Whitewater"," WI","  Midwest"," RED",1638,843,9303,8460,857,57,800,318,-23,924,947,343,-23,366,NA,0,0,0,0,0,NA,NA
"914"," Williston"," ND","  Midwest"," RED",15190,3400,5527,2127,11403,170,11233,2120,491,725,234,1624,23,1601,NA,0,0,0,0,0,NA,NA
"915"," Willmar"," MN","  Midwest"," BLUE",960,1809,5364,3555,-844,1690,-2534,289,198,568,370,93,193,-100,NA,0,0,0,0,0,NA,NA
"916"," Wilmington"," OH","  Midwest"," RED",-80,542,4617,4075,-610,115,-725,-117,12,470,458,-126,3,-129,NA,0,0,0,0,0,NA,NA
"917"," Wilson"," NC","  South"," RED",577,974,8873,7899,-334,689,-1023,409,0,944,944,413,77,336,NA,0,0,0,0,0,NA,NA
"918"," Winfield"," KS","  Midwest"," RED",-1401,91,4055,3964,-1494,337,-1831,-241,-20,393,413,-221,19,-240,NA,0,0,0,0,0,NA,NA
"919"," Winnemucca"," NV","  West"," BLUE",310,1160,2304,1144,-879,2,-881,53,109,221,112,-56,-1,-55,NA,0,0,0,0,0,NA,NA
"920"," Winona"," MN","  Midwest"," BLUE",-977,519,4348,3829,-1502,521,-2023,-251,16,456,440,-267,25,-292,NA,0,0,0,0,0,NA,NA
"921"," Wisconsin Rapids"," WI","  Midwest"," RED",-1751,485,7627,7142,-2226,220,-2446,45,74,798,724,-25,17,-42,NA,0,0,0,0,0,NA,NA
"922"," Woodward"," OK","  South"," RED",-165,852,3117,2265,-1056,295,-1351,-181,17,290,273,-199,29,-228,NA,0,0,0,0,0,NA,NA
"923"," Wooster"," OH","  Midwest"," RED",1194,3917,14085,10168,-2673,877,-3550,-80,296,1446,1150,-377,47,-424,NA,0,0,0,0,0,NA,NA
"924"," Worthington"," MN","  Midwest"," BLUE",251,1745,3415,1670,-1524,1377,-2901,-115,196,382,186,-312,87,-399,NA,0,0,0,0,0,NA,NA
"925"," Yankton"," SD","  Midwest"," RED",376,404,2489,2085,-10,57,-67,55,54,261,207,3,1,2,NA,0,0,0,0,0,NA,NA
"926"," Zanesville"," OH","  Midwest"," RED",129,515,9519,9004,-326,541,-867,84,31,1002,971,58,43,15,NA,0,0,0,0,0,NA,NA
"927"," Zapata"," TX","  South"," RED",161,1654,2501,847,-1501,15,-1516,30,104,214,110,-75,-9,-66,NA,0,0,0,0,0,NA,NA
